view,agg,window,pool,n_obs,ic,t_stat,ls_spread,ls_t_stat
chapter,median,m12,main_profitable,121,-0.12190120045196148,-1.339776836839285,-0.42178354622220393,-0.5643679131673573
chapter,median,m12,main_all,127,-0.07283157963617841,-0.8164500989518653,-0.3800651926824119,-0.5294417761673674
chapter,top3_recent_mean,m12,all,137,0.1723189778067325,2.0325704036742542,-0.24725638079493895,-0.39916256967305475
chapter,top3_recent_mean,m12,main_profitable,121,0.1817569086377024,2.0163186153448915,-0.23945710455598226,-0.3443445127646703
chapter,top3_recent_mean,m12,main_all,127,0.2093841321592015,2.3940536384479545,-0.29943998915738185,-0.4453463027280992
chapter,n_peers,m12,all,137,0.22293006003773194,2.657080135273015,0.15681023018320314,0.7112713456809967
chapter,n_peers,m12,main_profitable,121,0.2856915991954099,3.252068380127075,0.19768337623869764,0.7283722032430132
chapter,n_peers,m12,main_all,127,0.1730233289919046,1.9640824557180854,0.1329339018986895,0.5741911570034547
chapter,mean,unlock_d30,all,221,0.070277904867689,1.0425958866732146,0.028249475405976693,0.47653215761660284
chapter,mean,unlock_d30,main_profitable,182,0.02589594654316506,0.3475471329784641,0.0046340684421137535,0.08231969305249474
chapter,mean,unlock_d30,main_all,200,0.06259705449566032,0.8825494168595602,0.009369455456359699,0.16817229790634922
chapter,median,unlock_d30,all,221,-0.01193658448825006,-0.1766579049085158,0.04430070774009824,0.7994368890083313
chapter,median,unlock_d30,main_profitable,182,-0.08928958849107749,-1.2027496712767851,-0.026666345427926764,-0.47783478528423945
chapter,median,unlock_d30,main_all,200,-0.07404826263213755,-1.044819800799025,-0.008404598193067004,-0.15196709875135728
chapter,top3_recent_mean,unlock_d30,all,221,0.048457577372615857,0.7179500768180699,0.07500636709233505,1.2943170123445429
chapter,top3_recent_mean,unlock_d30,main_profitable,182,-0.029637130658253543,-0.3977985763217287,-0.018937654595517796,-0.32340374609888567
chapter,top3_recent_mean,unlock_d30,main_all,200,0.0045031395611061995,0.06336543277209525,0.0256579259274072,0.4645785898785022
