jydm,jydm_mc,p02565_f001,p02565_f002,p02565_f003,p02565_f004,p02565_f009,p02565_f010,p02565_f011,p02565_f005,p02565_f006,p02565_f007,p02565_f008
0973.HK,L'Occitane,L'Occitane International S.A.,L'Occitane International S.A.,2024/10/16,2010/05/07,私有化,497.737168267,--,卢森堡,--,"其他零售商,医疗保健,美容及个人护理",个人护理用品
0982.HK,华发物业服务,华发物业服务集团有限公司,Huafa Property Services Group Company Limited,2024/10/02,2008/07/14,私有化,29.176668000,--,百慕大,香港中环皇后大道中2号长江集团中心36楼3605室,"其他金融,印刷及包装,支援服务,物业服务及管理","商业印刷,房地产经营公司,酒店及度假村房地产投资信托"
0800_1.HK,A8新媒体,A8新媒体集团有限公司,A8 New Media Group Limited,2024/09/25,2008/06/12,私有化,--,--,开曼群岛,中国广东省深圳市南山区科技园科园路1002号A8音乐大厦25楼,"地产投资,应用软件,影视娱乐","房地产经营公司,电影与娱乐,电影和娱乐"
0260.HK,幸福控股,幸福控股(香港)有限公司,AVIC Joy Holdings (HK) Limited,2024/09/17,--,被取消上市地位,0.5943745741,"该公司未能于2024年5月28日或之前履行联交所订下的复牌指引而复牌。于2024年6月14日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",香港九龙柯士甸道西1号环球贸易广场19楼1905A室,香港九龙柯士甸道西1号环球贸易广场19楼1905A室,"信贷,油气生产商","多领域控股,石油与天然气的炼制和营销"
0638_1.HK,建溢集团,建溢集团有限公司,Kin Yat Holdings Limited,2024/08/26,1997/05/01,私有化,--,--,百慕大,香港九龙新蒲岗六合街25-27号嘉时工业大厦7楼,家庭电器,电子设备和仪器
8166.HK,中国农业生态,中国农业生态有限公司,China Eco-Farming Ltd.,2024/08/16,2002/02/05,被取消上市地位,0.0650008655,"该公司未能于2024年4月2日或之前履行联交所订下的复牌指引而复牌。于2024年5月10日, GEM上市委员会决定根据《 GEM规则》第9.14A(1)条取消该公司股份在联交所的上市地位。",百慕大,香港湾仔告士打道151号资本中心7楼707室,"支援服务,美容及个人护理,采购及供应链管理","保健护理服务,特殊消费者服务,贸易公司与经销商"
3331.HK,维达国际,维达国际控股有限公司,Vinda International Holdings Ltd.,2024/08/16,2007/07/10,私有化,282.1704199685,--,开曼群岛,香港九龙尖沙咀东加连威老道98号东海中心顶层,"个人护理,医疗保健,美容及个人护理",纸制品
1439.HK,移动互联(中国),移动互联(中国)控股有限公司,Mobile Internet (China) Holdings Limited,2024/08/14,2014/01/13,被取消上市地位,0.33059943888,"该公司未能于2024年2月29日或之前履行联交所订下的复牌指引而复牌。于2024年3月15日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国江西省宜春市奉新工业园鸿圣工业园区,印刷及包装,纸和塑料包装产品和材料
1387.HK,中国地利,中国地利集团,China Dili Group,2024/08/12,2008/10/22,被取消上市地位,58.715512548,"该公司未能于2024年4月27日或之前履行联交所订下的复牌指引而复牌。于2024年5月17日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国北京市朝阳区光华路甲8号和乔大厦C座18层,地产投资,"零售REIT,零售业房地产投资信托"
8325.HK,中国支付通,中国支付通集团控股有限公司,China Smartpay Group Holdings Limited,2024/08/05,2009/08/28,被取消上市地位,0.85234272948,"该公司未能于2024年7月2日或之前履行联交所订下的复牌指引而复牌。于2024年7月18日, GEM上市委员会决定根据《 GEM规则》第9.14A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,上环干诺道西48号干诺中心23楼,"其他金融,电子商贸及互联网服务",消费信贷
8170.HK,全民国际,全民国际集团有限公司,All Nation International Group Limited,2024/07/19,2014/12/05,被取消上市地位,1.562560000,"该公司未能于2024年3月2日或之前履行联交所订下的复牌指引而复牌。于2024年3月22日,GEM上市委员会决定根据《GEM规则》第9.14A(1)条取消该公司股份在联交所的上市地位。于2024年4月3日,该公司向GEM上市覆核委员会申请覆核GEM上市委员会的决定。于2024年7月8日,GEM上市覆核委员会决定维持GEM上市委员会取消该公司上市地位的决定。按此,联交所将于2024年7月19日上午9时起取消该公司的上市地位。",开曼群岛,香港湾仔港湾道6–8号瑞安中心29楼2918室,"地产投资,楼宇建造,重型基建","建筑与工程,房地产经营公司,调查和咨询服务"
2341.HK,中怡国际,中怡国际集团有限公司,EcoGreen Internatioanl Group Limited,2024/07/17,2004/03/09,被取消上市地位,14.726112640,"于2023年11月6日,该公司向上市覆核委员会申请覆核上市委员会的决定。于2024年3月11日,上市覆核委员会维持上市委员会取消该公司上市地位的决定。于2024年3月22日,该公司向高等法院申请提出司法覆核的许可,要求批准司法覆核上市覆核委员会决定(申请)。于2024年7月2日,高等法院颁令中止申请。",开曼群岛,香港北角电气道183号友邦广场39楼3903室,特殊化工用品,特种化学制品
6600_1.HK,赛生药业,赛生药业控股有限公司,SciClone Pharmaceuticals (Holdings) Limited,2024/07/08,2021/03/03,私有化,--,--,开曼群岛,中国上海市淮海中路381号中环广场22楼,药品,制药
1076.HK,博华太平洋,博华太平洋国际控股有限公司,Imperial Pacific International Holdings Limited,2024/06/17,2002/02/11,被取消上市地位,6.81551384512,"该公司未能于2023年9月30日或之前履行联交所订下的复牌指引而复牌。于2023年10月13日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",百慕大,香港湾仔轩尼诗道145号安康商业大厦22楼,"农业产品,包装食品,赌场及博彩,食物饮品","包装食品与肉类,赌场与赌博"
1839.HK,中集车辆,中集车辆(集团)股份有限公司,"CIMC Vehicles (Group) Co., Ltd.",2024/06/04,2019/07/11,私有化,150.512960000,--,广东省深圳市南山区蛇口港湾大道2号,广东省深圳市南山区蛇口港湾大道2号;广东省深圳市南山区蛇口太子广场18楼、32楼,商业用车及货车,汽车零售
0872.HK,泰坦智华科技,泰坦智华科技有限公司,Titan Invo Technology Limited,2024/05/17,2004/12/09,被取消上市地位,1.2381691698,"该公司未能于2024年1月17日或之前履行联交所订下的复牌指引而复牌。于2024年1月26日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国江苏省苏州市苏州工业园区唯新路60号2栋,"汽车,汽车零件","汽车零件与设备,汽车零售,消费信贷"
6819.HK,中智全球,中智全球控股有限公司,IntelliCentrics Global Holdings Ltd.,2024/05/08,2019/03/27,私有化,18.4185674585,--,开曼群岛,--,其他支援服务,医疗保健技术
2718_1.HK,东正金融,上海东正汽车金融股份有限公司,"Shanghai Dongzheng Automotive Finance Co., Ltd.",2024/04/29,2019/04/03,被取消上市地位,--,"该公司未能于2024年4月6日或之前履行联交所订下的复牌指引而复牌。于2024年4月12日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",中国上海市浦东新区耀元路58号2号楼12层(自定义楼层15层),中国上海市浦东新区耀元路58号2号楼12层(自定义楼层15层),信贷,消费信贷
8151.HK,宝申控股,宝申控股有限公司,Bao Shen Holdings Limited,2024/04/29,2018/04/23,被取消上市地位,0.264600000,"该公司未能于2024年4月2日或之前履行联交所订下的复牌指引而复牌。于2024年4月12日,GEM上市委员会决定根据《GEM规则》第9.14A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国安徽滁州市南谯区乌衣工业园双迎大道719号,工业零件及器材,商品化工
8150.HK,无缝绿色,无缝绿色中国(集团)有限公司,Seamless Green China (Holdings) Limited,2024/04/29,2001/08/10,被取消上市地位,0.150961656,"该公司未能于2024年4月2日或之前履行联交所订下的复牌指引而复牌。于2024年4月12日,GEM上市委员会决定根据《GEM规则》第9.14A(1)条取消该公司股份在联交所的上市地位。",百慕大,香港上环孖沙街12-18号金银商业大厦13楼1302室,"家具,工业零件及器材","半导体产品,金属、玻璃和塑料容器"
8011.HK,百田石油,百田石油国际集团有限公司,Polyard Petroleum International Group Limited,2024/04/29,2002/07/12,被取消上市地位,6.10080178863,"该公司未能于2024年4月2日或之前履行联交所订下的复牌指引而复牌。于2024年4月12日,GEM上市委员会决定根据《GEM规则》第9.14A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,香港九龙官塘荣业街2号振万广场4楼06室,油气生产商,"石油与天然气的勘探与生产,石油与天然气的炼制和营销"
0988.HK,丝路物流控股,丝路物流控股有限公司,Silk Road Logistics Holdings Limited,2024/04/23,1994/01/21,被取消上市地位,1.19372963994,"该公司未能于2023年11月23日或之前履行联交所订下的复牌指引而复牌。于2023年12月15日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",百慕大,香港铜锣湾告士打道262号中粮大厦17楼1702室,"煤炭,航空货运及物流","煤与消费用燃料,航空货运与物流,贸易公司与经销商"
0416.HK,锦州银行,锦州银行股份有限公司 - H股,"Bank of Jinzhou Co., Ltd. - H Shares",2024/04/16,2015/12/07,私有化,192.9462964392,--,辽宁省锦州市太和区科技路68号,中国辽宁省锦州市科技路68号,银行,区域性银行
0278.HK,华厦置业,华厦置业有限公司,Wah Ha Realty Co. Ltd.,2024/04/11,1972/04/24,被取消上市地位,4.777920000,"该公司未能于2024年3月14日或之前履行联交所订下的复牌指引而复牌。于2024年3月22日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",香港湾仔皇后大道东43-59号东美中心2500室,香港湾仔皇后大道东43-59号东美中心2500室,地产投资,房地产经营公司
1609_1.HK,创建集团控股,创建集团(控股)有限公司,Chong Kin Group Holdings Limited,2024/04/02,2016/10/17,被取消上市地位,--,"该公司未能于2023年11月12日或之前履行联交所订下的复牌指引而复牌。于2023年11月24日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,香港湾仔港湾道18号中环广场68楼6808室,楼宇建造,"建筑材料,汽车零售"
2698_1.HK,魏桥纺织,魏桥纺织股份有限公司,Weiqiao Textile Company Limited - H Shares,2024/03/20,2003/09/24,私有化,--,--,山东省滨州市邹平市邹平经济开发区魏纺路1号,中国山东省邹平县经济开发区魏纺路1号,纺织品及布料,纺织品
0758.HK,新华联资本,新华联资本有限公司,Macrolink Capital Holdings Limited,2024/03/19,1999/12/03,被取消上市地位,2.02649874168,"该公司未能于2023年8月14日或之前履行联交所订下的复牌指引而复牌。于2023年10月13日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",百慕大,香港铜锣湾告士打道262号中粮大厦15楼,"其他金属及矿物,建筑,建筑材料,零售",多种金属与采矿
1194.HK,湾区黄金,湾区黄金集团有限公司,Bay Area Gold Group Limited,2024/03/14,2004/10/12,被取消上市地位,1.0438503145,"该公司未能于2023年9月30日或之前履行联交所订下的复牌指引而复牌。于2023年10月27日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",百慕大,香港铜锣湾恩平道28号利园二期29楼,黄金及贵金属,黄金
1297.HK,中国擎天软件,中国擎天软件科技集团有限公司,Sinosoft Technology Group Limited,2024/03/05,2013/07/09,私有化,3.972749950,--,开曼群岛,中国江苏省南京市浦口区江浦街道天浦路26号,系统开发及资讯科技顾问,应用软件
1989_1.HK,松龄护老集团,松龄护老集团有限公司,Pine Care Group Limited,2024/03/01,2017/02/15,私有化,--,--,开曼群岛,香港九龙慈云山毓华街68–72号贯华里1号地下,其他支援服务,保健护理服务
3608.HK,永盛新材料,永盛新材料有限公司,Yongsheng Advanced Materials Company Limited,2024/02/07,2013/11/27,私有化,7.009280091,--,开曼群岛,九龙官塘敬业街55号皇廷广场31楼B室,纺织品及布料,"建筑与工程,纺织品"
2346.HK,星宇控股,星宇(控股)有限公司,Universal Star (Holdings) Limited,2024/01/26,2019/05/16,被取消上市地位,4.879902000,"该公司未能于2023年9月30日或之前履行联交所订下的复牌指引而复牌。于2023年10月27日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国福建省宁德市东侨经济开发区团圆路8号,工业零件及器材,多种金属与采矿
0904.HK,中绿,中国绿色食品(控股)有限公司,China Green (Holdings) Limited,2024/01/22,2004/01/13,被取消上市地位,0.23224072332,"该公司未能于2023年12月28日或之前履行联交所订下的复牌指引而复牌。于2024年1月5日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",百慕大,香港中环德辅道中61-65号华人银行大厦11楼1106-08室,农产品,"农产品与服务,软饮料与不含酒精饮料"
0665.HK,海通国际,海通国际证券集团有限公司,Haitong International Securities Group Limited,2024/01/11,1996/08/06,私有化,127.4166931298,--,百慕大,香港德辅道中189号李宝椿大厦22楼,证券及经纪,投资银行业与经纪业
1103.HK,大生农业金融,上海大生农业金融科技股份有限公司 - H股,"Shanghai Dasheng Agriculture Finance Technology Co., Ltd. - H Shares",2024/01/05,2005/07/13,被取消上市地位,1.33715117368,"该公司未能于2023年8月10日或之前履行联交所订下的复牌指引而复牌。于2023年9月8日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",中国上海浦东新区浦东大道2056号仁和大厦706室,中国上海徐汇区天鈅桥路327号嘉汇国际广场G座20楼,"化肥及农用化合物,建筑,油气生产商","化肥与农用药剂,石油与天然气的炼制和营销"
8009.HK,华夏能源控股,华夏能源控股有限公司,Chinese Energy Holdings Limited,2023/12/29,2000/03/31,被取消上市地位,0.2650524165,"该公司未能于2023年7月14日或之前履行联交所订下的复牌指引而复牌。于2023年8月18日,GEM上市委员会决定根据《GEM规则》第9.14A条取消该公司股份在联交所的上市地位。",香港九龙长沙湾大南西街609号永义广场7楼B室,香港九龙长沙湾大南西街609号永义广场7楼B室,"投资及资产管理,油气生产商","独立电力生产商与能源贸易商,贸易公司与经销商"
2183.HK,三盛控股,三盛控股(集团)有限公司,Sansheng Holdings (Group) Co.Ltd.,2023/12/27,2013/09/12,被取消上市地位,19.525641200,"该公司未能于2023年11月15日或之前履行联交所订下的复牌指引而复牌。于2023年12月8日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,香港九龙海港城九仓电讯中心7楼702–3室,"地产发展商,地产投资",房地产经营公司
0503.HK,朗生医药,朗生医药控股有限公司,Lansen Pharmaceutical Holdings Limited,2023/12/19,2010/05/07,私有化,7.5059789686,--,开曼群岛,中国浙江省宁波市海曙区高桥工业园区新丰路228号,药品,制药
0996.HK,嘉年华国际,嘉年华国际控股有限公司,Carnival Group International Holdings Limited,2023/12/07,1994/02/17,被取消上市地位,0.68242235256,"该公司未能于2023年8月24日或之前履行联交所订下的复牌指引而复牌。于2023年9月1日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",百慕大,香港中环德辅道中61-65号华人银行大厦11楼1106-08室,"地产发展商,地产投资",房地产经营公司
6161.HK,泰加保险,泰加保险(控股)有限公司,Target Insurance (Holdings) Limited,2023/12/06,2015/01/15,被取消上市地位,3.2559531744,"该公司未能于2023年7月4日或之前履行联交所订下的复牌指引而复牌。于2023年7月14日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",香港中环皇后大道中181号新纪元广场低座5楼,香港中环皇后大道中181号新纪元广场低座5楼,保险,财产与意外伤害保险
0985.HK,中誉集团,中誉集团有限公司,CST Group Limited,2023/12/05,1994/02/02,私有化,4.7889157338,--,开曼群岛,香港湾仔港湾道26号华润大厦45楼4501-05室,"其他金融,投资及资产管理,铜","多种金属与采矿,资产管理与托管银行"
8287.HK,元宇宙云科,元宇宙云基科技集团有限公司,Metaverse Yunji Technology Group Company Limited,2023/12/04,2018/01/18,被取消上市地位,0.454080000,"该公司未能于2023年11月6日或之前履行联交所订下的复牌指引而复牌。于2023年11月17日,GEM上市委员会决定根据《GEM规则》第9.14A条取消该公司股份在联交所的上市地位。",开曼群岛,香港中环夏悫道12号美国银行中心14楼1403室,电脑及周边器材,通信设备
0886.HK,银基集团,银基集团控股有限公司,Silver Base Group Holdings Ltd.,2023/12/04,2009/04/08,被取消上市地位,0.70063036326,"该公司未能于2023年11月9日或之前履行联交所订下的复牌指引而复牌。于2023年11月17日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国深圳市宝安区68区隆昌路10号美生创谷智谷5楼,酒精饮料,食品零售
2278.HK,海蓝控股,海蓝控股有限公司,Hailan Holdings Limited,2023/11/21,2016/07/15,私有化,10.080000000,--,开曼群岛,中国海南省三亚市天涯区育林路169号希尔顿欢朋酒店旁1号楼二层,地产发展商,房地产经营公司
0680.HK,南海控股,南海控股有限公司,Nan Hai Corporation Limited,2023/11/16,1991/02/13,被取消上市地位,24.0259375279,"该公司未能于2023年9月30日或之前履行联交所订下的复牌指引而复牌。于2023年10月13日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位(有关决定)。",百慕大,香港新界葵涌货柜码头路88号永得利广场2座13楼1307室,"地产发展商,影视娱乐","房地产开发,电影与娱乐,电影和娱乐"
3636_1.HK,保利文化,保利文化集团股份有限公司,Poly Culture Group Corporation Limited,2023/11/15,2014/03/06,私有化,--,--,北京市东城区朝阳门北大街1号9层A办公室、9B、C办公室,北京市东城区朝阳门北大街1号9层A办公室、9B、C办公室,"其他支援服务,影视娱乐","电影与娱乐,电影和娱乐"
0273.HK,茂宸集团,茂宸集团控股有限公司,Mason Group Holdings Limited,2023/11/14,--,私有化,14.64041223381,--,香港湾仔港湾道1号会展广场办公大楼二十一楼2101室,香港中环皇后大道中99号中环中心12楼1室,"其他零售商,投资及资产管理,百货商城","居家用品,房地产经营公司,投资银行业与经纪业"
6090_1.HK,胜捷企业,胜捷企业有限公司,Centurion Corporation Limited,2023/11/02,2017/12/12,私有化,--,"(a)自股份发售以来,于香港联交所的股份交投量十分有限;(b)自股份发售以来,公司并无合适机会利用香港联交所平台于香港进行二次股权融资活动;及(c)维持股份于香港联交所的上市地位必须承担额外持续遵例责任,该等规定会产生额外成本及沉重行政负担。",新加坡,--,地产投资,"房地产开发,房地产经营公司"
8078.HK,中国创意数码,中国创意数码娱乐有限公司,China Creative Digital Entertainment Limited,2023/10/31,2000/12/19,被取消上市地位,0.06249724464,"该公司未能于2023年10月2日或之前履行联交所订下的复牌指引而复牌。于2023年10月13日,GEM上市委员会决定根据《GEM规则》第9.14A条取消该公司股份在联交所的上市地位。",百慕大,香港九龙九龙湾常悦道19号福康工业大厦10楼3-9室B008,影视娱乐,"电影与娱乐,电影和娱乐"
0530.HK,高银金融,高银金融(集团)有限公司,Goldin Financial Holdings Limited,2023/10/31,1992/10/08,被取消上市地位,10.34616494816,"该公司未能于2023年9月30日或之前履行联交所订下的复牌指引而复牌。于2023年10月13日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",百慕大,香港铜锣湾恩平道28号利园二期11楼,"信贷,综合企业,酒精饮料","房地产经营公司,投资银行业与经纪业,酿酒商与葡萄酒商"
0359.HK,海升果汁,中国海升果汁控股有限公司,"China Haisheng Juice Holdings Co., Ltd.",2023/10/31,2005/11/04,被取消上市地位,0.631996120,"该公司未能于2023年9月30日或之前履行联交所订下的复牌指引而复牌。于2023年10月13日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",开曼群岛,香港德辅道中288号易通商业大厦3楼B室,非酒精饮料,"农产品与服务,包装食品与肉类"
0342.HK,新海能源,新海能源集团有限公司,NewOcean Energy Holdings Ltd.,2023/10/31,1993/03/03,被取消上市地位,0.57256844424,"该公司未能于2023年9月30日或之前履行联交所订下的复牌指引而复牌。于2023年10月13日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",百慕大,香港鲗鱼涌英皇道979号太古坊濠丰大厦35楼,油气生产商,石油与天然气的炼制和营销
0250.HK,中国数码信息,中国数码信息有限公司,Sino-i Technology Ltd.,2023/10/31,--,被取消上市地位,4.3441009754,"该公司未能于2023年9月30日或之前履行联交所订下的复牌指引而复牌。于2023年10月13日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",香港新界葵涌货柜码头路88号永得利广场2座13楼1307室,香港新界葵涌货柜码头路88号永得利广场2座13楼1307室,系统开发及资讯科技顾问,"互联网服务和基础设施,互联网软件与服务"
2118.HK,天山发展控股,天山发展(控股)有限公司,Tian Shan Development (Holding) Limited,2023/10/31,2010/07/15,被取消上市地位,19.8158745135,"该公司未能于2023年9月30日或之前履行联交所订下的复牌指引而复牌。于2023年10月13日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国河北省石家庄市石家庄高新技术产业开发区天山大街109号,地产发展商,房地产开发
3308.HK,金鹰商贸集团,金鹰商贸集团有限公司,Golden Eagle Retail Group Ltd.,2023/10/10,2006/03/21,私有化,113.558022000,--,开曼群岛,中国南京市建邺区应天大街888号A座17楼,"多元化零售商,百货商城","多品类零售,百货商店"
9882.HK,永联丰控股,永联丰集团控股有限公司,Best Linking Group Holdings Limited,2023/09/29,2019/11/15,转板,11.240000000,--,开曼群岛,中国广东省东莞市土塘工业二区工业二横路6号,工业零件及器材,工业机械和用品及零部件
2296.HK,华记环球集团,华记环球集团控股有限公司,Huarchi Global Group Holdings Limited,2023/09/19,2019/11/21,被取消上市地位,21.200049820,"该公司未能于2023年5月18日或之前履行联交所订下的复牌指引而复牌。于2023年6月2日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,澳门宋玉生广场249号中土大厦7楼E&F座,楼宇建造,"家庭装饰零售,建筑与工程"
2379.HK,中国清洁能源科技,中国清洁能源科技集团有限公司,China Clean Energy Technology Group Limited,2023/09/12,2004/09/22,被取消上市地位,1.01321653134,"该公司未能于2023年5月11日或之前履行联交所订下的复牌指引而复牌。于2023年5月19日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中华人民共和国山东省青岛市崂山区山东头路38号中天大厦C座5楼,"地产投资,应用软件,消费电子产品","信息科技咨询与其它服务,写字楼REIT,办公房地产投资信托"
3344.HK,共享集团,共享集团有限公司,GTI Holdings Limited,2023/09/05,2005/10/05,被取消上市地位,1.07079874873,"该公司未能于2023年4月3日或之前履行联交所订下的复牌指引而复牌。于2023年4月21日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",开曼群岛,香港铜锣湾礼顿道77号礼顿中心11楼1101室,服装,"服装、服饰与奢侈品,石油天然气设备与服务"
3799.HK,达利食品,达利食品集团有限公司,Dali Foods Group Company Limited,2023/09/01,2015/11/20,私有化,510.790582750,--,开曼群岛,中华人民共和国福建省惠安县紫山镇林口村,包装食品,包装食品与肉类
8228.HK,国艺集团控股,国艺集团控股有限公司,National Arts Group Holdings Limited,2023/08/28,2002/10/17,被取消上市地位,0.18978419857,"该公司未能于2023年7月31日或之前履行联交所订下的复牌指引而复牌。于2023年8月11日,GEM上市委员会决定根据《GEM规则》第9.14A条取消该公司股份在联交所的上市地位。",百慕大,香港新界荃湾横窝仔街28号利兴强中心15楼E室,影视娱乐,"电影与娱乐,酒店、度假村与豪华游轮"
1192.HK,泰山石化,泰山石化集团有限公司,Titan Petrochemicals Group Limited,2023/08/23,1998/06/17,被取消上市地位,3.87494104725,"该公司未能于2022年9月30日或之前履行联交所订下的复牌指引而复牌。于2023年4月6日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",百慕大,香港中环太子大厦22楼,"商业用车及货车,油气设备与服务","石油与天然气的储存和运输,钢铁"
3948.HK,伊泰煤炭,内蒙古伊泰煤炭股份有限公司 - H股,"Inner Mongolia Yitai Coal Co., Ltd. - H Shares",2023/08/14,2012/07/12,私有化,566.197218000,--,内蒙古自治区鄂尔多斯市东胜区天骄北路,内蒙古自治区鄂尔多斯市东胜区天骄北路伊泰大厦,煤炭,煤与消费用燃料
8025.HK,亚洲资产,亚洲资产(控股)有限公司,Asian Capital Resources (Holdings) Limited,2023/08/07,1999/12/16,被取消上市地位,1.004510205,"该公司未能于2022年12月23日或之前履行联交所订下的复牌指引而复牌。于2023年4月6日,GEM上市委员会决定根据《GEM规则》第9.14A条取消该公司股份在联交所的上市地位。",开曼群岛,香港上环禧利街27号富辉商业中心21楼2102室,"广播,投资及资产管理,运输","有线和卫星电视,调查和咨询服务,资产管理与托管银行"
0651.HK,中海重工,中海重工集团有限公司,China Ocean Industry Group Limited,2023/08/04,1998/07/23,被取消上市地位,0.51115121375,"该公司未能于2022年9月30日或之前履行联交所订下的复牌指引而复牌。于2022年12月23日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",百慕大,香港九龙观塘海滨道135号宏基资本大厦8楼828室,"商业用车及货车,重型机械","建筑与工程,建筑机械和重型运输设备,电子设备和仪器"
1838.HK,Chinaproperties,China Properties Group Ltd.,China Properties Group Ltd.,2023/08/04,2007/02/23,被取消上市地位,7.507669550,"该公司未能于2022年9月30日或之前履行联交所订下的复牌指引而复牌。于2022年11月4日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",开曼群岛,香港中环毕打街20号会德丰大厦14楼,地产发展商,房地产开发
2686.HK,亚美能源,亚美能源控股有限公司,AAG Energy Holdings Limited,2023/07/12,2015/06/23,私有化,62.1342980256,--,开曼群岛,香港上环皇后大道中183号中远大厦25楼2506室,油气生产商,石油与天然气的勘探与生产
1230.HK,雅士利国际,雅士利国际控股有限公司,Yashili International Holdings Ltd.,2023/07/06,2010/11/01,私有化,56.946723552,--,开曼群岛,中华人民共和国广东省广州市海珠区阅江中路832号保利天幕广场东塔11楼,乳制品,包装食品与肉类
0479.HK,华建控股,华建控股有限公司,CIL Holdings Ltd.,2023/07/05,1993/07/21,被取消上市地位,0.5202145846,"该公司未能于2022年4月4日或之前履行联交所订下的复牌指引而复牌。于2022年4月29日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",百慕大,香港九龙长顺街1号新昌工业大厦6楼607室,"汽车,电脑及周边器材",技术产品经销商
8086.HK,新维国际控股,新维国际控股有限公司,Sino Vision Worldwide Holdings Limited,2023/07/04,2000/08/02,被取消上市地位,0.367085576,"该公司未能于2023年2月13日或之前履行联交所订下的复牌指引而复牌。于2023年3月24日,上市委员会决定根据《GEM规则》第9.14A条取消该公司股份在联交所的上市地位。",百慕大,九龙长沙湾大南西街615-617号百福工业大厦4楼B-32室,"电子商贸及互联网服务,综合企业","互联网与直销零售,互联网软件与服务,信息科技咨询与其它服务,多品类零售"
0933.HK,非凡领越,非凡领越有限公司,Viva Goods Company Limited,2023/06/27,2000/04/06,转板,149.6304305958,--,开曼群岛,香港炮台山电气道218号香港李宁大厦23楼,"医疗保健,支援服务,消闲及文娱设施,鞋类","住宅房地产投资信托,电影与娱乐,电影和娱乐,鞋类"
1366.HK,江南集团,江南集团有限公司,Jiangnan Group Limited,2023/05/23,2012/04/20,私有化,24.473196000,--,开曼群岛,香港新界沙田安耀街2号新都广场23楼09室,工业零件及器材,电气部件与设备
9689.HK,金泰丰国际控股,金泰丰国际控股有限公司,JTF International Holdings Limited,2023/05/17,2018/01/17,转板,6.045000000,--,开曼群岛,广州市增城区石滩镇沙庄土江村沿江路35号,"油气生产商,油气设备与服务",石油与天然气的炼制和营销
8135.HK,正美丰业,正美丰业汽车玻璃服务有限公司,ZMFY Automobile Glass Services Limited,2023/05/16,2013/09/03,被取消上市地位,1.808496000,"该公司未能于2023年3月13日或之前履行联交所订下的复牌指引而复牌。于2023年3月24日,GEM上市委员会决定根据《GEM规则》第9.14A条取消该公司股份在联交所的上市地位。",开曼群岛,中国北京市丰台区丰北路12号,汽车零件,汽车零售
