jydm,jydm_mc,p02565_f001,p02565_f002,p02565_f003,p02565_f004,p02565_f009,p02565_f010,p02565_f011,p02565_f005,p02565_f006,p02565_f007,p02565_f008
1075.HK,首都信息,首都信息发展股份有限公司 - H股,Capinfo Co. Ltd. - H Shares,2011/01/21,2001/12/21,转板,13.9108132368,--,中国北京市海淀区西三环中路11号,北京市东城区隆福寺街95号隆福大厦5层,"应用软件,系统开发及资讯科技顾问","互动媒体与服务,互联网软件与服务"
2218.HK,安德利果汁,烟台北方安德利果汁股份有限公司 - H股,Yantai North Andre Juice Co. Ltd. - H Shares,2011/01/19,2003/04/22,转板,18.768358400,--,山东省烟台市牟平区牟平经济开发区安德利大街18号,山东省烟台市牟平区新城大街889号,非酒精饮料,包装食品与肉类
0349.HK,工银亚洲,中国工商银行(亚洲)有限公司,Industrial and Commercial Bank of China (Asia) Limited,2010/12/21,1973/03/14,私有化,--,--,香港中环花园道三号中国工商银行大厦三十三楼,香港中环花园道三号中国工商银行大厦三十三楼,--,--
1102.HK,环能国际,环能国际控股有限公司,Enviro Energy International Holdings Limited,2010/12/17,2003/02/18,转板,10.137724620,--,开曼群岛,香港湾仔港湾道25号海港中心22楼2201B室,"其他金属及矿物,建筑材料,新能源物料,油气生产商","信息科技咨询与其它服务,多种金属与采矿,建筑材料,新能源发电业者"
0096.HK,友成控股,友成控股有限公司,Yusei Holdings Ltd.,2010/12/15,2005/10/13,转板,3.344000000,--,开曼群岛,中国浙江省杭州市萧山区长龙路238号友成科技大厦A座,工业零件及器材,贸易公司与经销商
0183.HK,宏辉集团,宏辉集团控股有限公司,Winfull Group Holdings Limited,2010/12/02,2002/05/21,转板,37.773450000,--,开曼群岛,香港中环皇后大道中9号6楼A室,地产发展商,"房地产开发,房地产服务"
1708.HK,三宝科技,南京三宝科技股份有限公司 - H股,Nanjing Sample Technology Co. Ltd. - H Shares,2010/12/01,2004/06/09,转板,22.073850000,--,江苏省中国南京市栖霞区马群大道10号,中国南京市栖霞区马群大道10号,"支援服务,数码解决方案服务,系统开发及资讯科技顾问",应用软件
1079.HK,松景科技,松景科技控股有限公司,Pine Technology Holdings Ltd.,2010/11/18,1999/11/26,转板,2.8550528273,--,百慕大,"香港中环德辅道中88-98号中环88,12楼B室",电脑及周边器材,电脑与电子产品零售
2387.HK,利和经销,利和经销集团有限公司,Integrated Distribution Services Group Limited,2010/11/01,2004/12/07,私有化,--,--,百慕大,香港新界沙田小沥源安平街二号利和利丰中心十八楼,--,--
0895.HK,东江环保,东江环保股份有限公司 - H股,Dongjiang Environmental Company Limited - H Shares,2010/09/28,2003/01/29,转板,40.779821680,--,广东省深圳市南山区科技园北区朗山路9号东江环保大楼1楼、3楼、8楼北面、9-12楼,广东省深圳市南山区科技园北区朗山路9号东江环保大楼1楼、3楼、8楼北面、9-12楼,环保工程,环境与设施服务
1009.HK,国际娱乐,国际娱乐有限公司,International Entertainment Corporation,2010/09/27,2000/07/31,转板,25.8235434465,--,开曼群岛,香港中环康乐广场8号交易广场三期18楼1802–1803室,"地产投资,赌场及博彩,酒店、餐饮、赌场及消闲设施","房地产经营公司,赌场与赌博"
0203.HK,骏威汽车,骏威汽车有限公司,Denway Motors Limited,2010/08/26,1993/02/22,私有化,--,--,香港铜锣湾威菲路道18号万国宝通中心801室,香港铜锣湾威菲路道18号万国宝通中心801室,--,--
1066.HK,威高股份,山东威高集团医用高分子制品股份有限公司 - H股,Shandong Weigao Group Medical Polymer Co. Ltd. - H Shares,2010/07/29,2004/02/27,转板,382.079783755,--,中国山东省威海市兴山路18号威海火炬高技术产业开发区,中国山东省威海市火炬高技术产业开发区威高路1号,"医疗保健设备,医疗设备及用品",医疗保健用品
0049.HK,会德丰地产,会德丰地产有限公司,Wheelock Properties Limited,2010/07/22,--,私有化,--,--,香港毕打街二十号会德丰大厦二十三楼,香港毕打街二十号会德丰大厦二十三楼,--,--
2308.HK,研祥智能,研祥智能科技股份有限公司 - H股,EVOC Intelligent Technology Co. Ltd. - H Shares,2010/07/12,2003/10/10,转板,22.566535200,--,中国深圳市南山区高新中四道31号研祥科技大厦,中国深圳市南山区高新中四道31号研祥科技大厦,电脑及周边器材,"电脑硬件,电脑硬件、储存设备及电脑周边"
1666.HK,同仁堂科技,北京同仁堂科技发展股份有限公司 - H股,Tong Ren Tang Technologies Co. Ltd. - H Shares,2010/07/09,2000/10/31,转板,30.340800000,--,北京市北京经济技术开发区同济北路16号,北京市丰台区南三环中路20号,"中医药,药品",制药
1026.HK,环球实业科技,环球实业科技控股有限公司,Universal Technologies Holdings Limited,2010/06/22,2001/10/26,转板,5.5183999459,--,开曼群岛,香港上环干诺道中148号粤海投资大厦11楼A室及B2室,"水务,电子商贸及互联网服务","互联网软件与服务,水公用事业"
2332.HK,和记电讯国际,和记电讯国际有限公司,Hutchison Telecommunications International Limited,2010/05/25,2004/10/15,私有化,--,--,开曼群岛,香港夏悫道10号和记大厦22楼,--,--
1832_1.HK,时代零售,时代零售集团有限公司,Times Ltd.,2010/05/25,2007/07/16,私有化,--,--,开曼群岛,香港新界葵涌葵荣路20-24号4楼,--,--
0950.HK,李氏大药厂,李氏大药厂控股有限公司,Lee's Pharmaceutical Holdings Ltd.,2010/05/14,2002/07/15,转板,18.2485886985,--,开曼群岛,香港沙田香港科学园第三期20E大楼一楼,药品,"制药,药品零售"
3313_1.HK,美维控股,美维控股有限公司,Meadville Holdings Limited,2010/04/19,2007/02/02,私有化,--,--,开曼群岛,香港新界大埔大埔工业邨大顺街4号,--,--
0140.HK,三元集团,三元集团有限公司,Sanyuan Group Limited,2009/12/24,1972/11/27,被取消上市地位,--,"该公司申请司法覆核联交所的决定(‘司法覆核申请’)。于2008年5月28日,原讼法庭接纳该公司的司法覆核申请,下令撤销上市上诉委员会的决定,并将该公司的复牌申请移交予一个由不同成员组成的上市上诉委员会重新考虑。联交所对原讼法庭之裁决提出上诉。于2009年7月9日,上诉法院接纳联交所的上诉,并推翻原讼法庭之裁决。该公司分别向上诉法院及终审法院呈交上诉许可申请(‘上诉许可申请’),惟该等上诉许可申请分别于2009年9月18日及2009年12月3日被驳回。联交所已于2009年12月10日通知该公司,其须根据《上市规则》第17项应用指引第3.1段,于本通告发出的同一日刊发公告,向公众交代其股份的上市地位被取消一事。",香港新界沙田安心街19号汇贸中心18楼16室,香港新界沙田安心街19号汇贸中心18楼16室,--,--
0416_1.HK,海湾控股,海湾控股有限公司,GST Holdings Limited,2009/12/18,2005/06/30,私有化,--,--,开曼群岛,香港上环干诺道中168-200号信德中心西座16楼1612室,--,--
8262_1.HK,A-S China,A-S China Plumbing Products Limited,A-S China Plumbing Products Limited,2009/12/15,2003/07/11,私有化,--,--,开曼群岛,香港九龙旺角亚皆老街8号朗豪坊办公大楼3703室,--,--
1862_1.HK,澳华黄金,澳华黄金有限公司,Sino Gold Mining Limited,2009/12/15,2007/03/16,私有化,--,--,澳洲新南威尔士,--,--,--
2633_1.HK,Nam Tai Eep,Nam Tai Electronic & Electrical Products Ltd.,Nam Tai Electronic & Electrical Products Ltd.,2009/11/13,2004/04/28,私有化,--,--,开曼群岛,香港中环皇后大道中99号中环中心58楼5811-12室,--,--
0409.HK,四通控股,四通控股有限公司,Stone Group Holdings Limited,2009/11/09,1993/08/16,私有化,--,--,香港北角渣华道191号嘉华国际中心27楼,香港北角渣华道191号嘉华国际中心27楼,--,--
1389_1.HK,民安控股,民安(控股)有限公司,The Ming An (Holdings) Company Limited,2009/11/03,2006/12/22,私有化,--,--,开曼群岛,香港铜锣湾新宁道8号民安广场19楼,--,--
0722_1.HK,达创,达创科技股份有限公司,"Delta Networks, Inc.",2009/09/28,2007/07/06,私有化,--,--,开曼群岛,台湾台北市内湖区瑞光路186号,--,--
0457.HK,凹凸科技,凹凸科技有限公司,O2micro International Limited,2009/09/09,2006/03/02,私有化,--,"进行撤销建议的主要原因如下:(a)一直以来,登记于香港股东名册分册的股东数目相对较少,与于纳斯达克市场买卖的美国预托证券相比,在联交所的股份交投量亦处于低水平。于2009年2月24日(即本公告刊发日期前的最后可行日期),逾99%的已发行股本乃以美国预托证券形式持有,并仅于纳斯达克市场进行买卖。自2006年3月进行介绍上市以来至2009年2月24日止期间,联交所及纳斯达克市场录得的股份总交投量(包括美国预托证券所代表的股份)当中,逾99%均以美国预托证券形式于纳斯达克市场进行买卖。(b)自介绍上市以来,本公司并无于公开证券市场筹措任何额外资金,并于可见未来亦不预期如此行事。(c)维持股份于联交所的上市地位,对本公司构成极大的财政成本,并需作出其他重大资源承担。董事相信,基于上文所列因素且于业务及金融市场整体呈现衰退及前景欠佳的情况下,此项支出并不能创造出合理的效益。(d)尽管亚洲(特别是大中华地区)对本公司的长期策略发展仍属重要,然而,董事相信,现阶段维持股份于联交所的上市地位,对我们于亚洲地区的长期发展并非必要,且不具效益。鉴于上文所列原因,董事相信,撤销建议符合股东整体最佳利益。",开曼群岛,--,--,--
0065.HK,弘海高新资源,弘海高新资源有限公司,Grand Ocean Advanced Resources Company Limited,2009/06/22,2001/08/30,转板,4.066099200,--,开曼群岛,香港中环德辅道中55号协成行中心8楼,"印刷及包装,家庭电器及用品,支援服务,煤炭","居家用品,煤与消费用燃料"
0801.HK,金卫医疗,金卫医疗集团有限公司,Golden Meditech Holdings Limited,2009/06/16,2001/12/28,转板,23.908824375,--,开曼群岛,中国北京经济技术开发区(亦庄)万源街11号,医疗设备及用品,"保健护理服务,医疗保健设备"
0206.HK,华商能源,华商能源科技股份有限公司,"CM Energy Tech Co., Ltd.",2009/06/05,2005/11/28,转板,7.4149363728,--,开曼群岛,香港新界青衣岛西草湾路1–7号写字楼3楼,油气设备与服务,石油天然气设备与服务
1328.HK,金涌投资,金涌投资有限公司,Goldstream Investment Limited,2009/05/25,2007/10/16,转板,3.642870000,--,开曼群岛,香港中环金融街8号国际金融中心二期70楼08室,其他支援服务,"数据处理与外包服务,数据处理和外包服务"
0080_1.HK,邵氏,邵氏兄弟(香港)有限公司,Shaw Brothers (Hong Kong) Limited,2009/03/19,--,私有化,--,--,香港九龙清水湾道二二○地段,香港九龙清水湾道二二○地段,--,--
0096_1.HK,招商永隆银行,招商永隆银行有限公司,Cmb Wing Lung Bank Limited,2009/01/16,1980/03/27,被取消上市地位,--,"WLB已根据《上市规则》第6.15条向联交所申请自愿撤回WLB股份在联交所的上市地位。假设没有持异议WLB股东于强制性收购通知发出日期起计两个月内(即在二零零九年一月十四日或之前)向香港高等法院申请反对令,所有剩余WLB股份将由CMB强制收购而WLB将成为CMB之全资附属公司。在没有持异议WLB股东于强制性收购通知发出日期起计两个月内提出申请之前提下,预计WLB股份的上市地位将于二零零九年一月十六日(星期五)上午九时三十分撤回。届时将在实际可行情况下尽快另行刊发有关完成强制收购及撤回WLB股份上市地位的公告。",香港德辅道中45号,香港德辅道中45号,--,--
0354.HK,中国软件国际,中软国际有限公司,Chinasoft International Limited,2008/12/29,2003/06/20,转板,6.1443999968,--,开曼群岛,中国北京市海淀区科学院南路2号融科信息中心C座12层北翼,"数码解决方案服务,系统开发及资讯科技顾问",应用软件
0803.HK,昌兴国际,昌兴国际控股(香港)有限公司,Prosperity International Holdings (H.K.) Ltd.,2008/12/18,2001/08/02,转板,3.899665908,--,百慕大,香港湾仔皇后大道东43–59号东美中心1405–1407室,"建筑,钢铁","多样化房地产活动,多种金属与采矿"
2008.HK,凤凰卫视,凤凰卫视投资(控股)有限公司,Phoenix Media Investment (Holdings) Limited,2008/12/05,2000/06/30,转板,34.680884000,--,开曼群岛,香港新界大埔工业邨大景街2-6号,--,"广告,广播"
0872.HK,泰坦智华科技,泰坦智华科技有限公司,Titan Invo Technology Limited,2008/11/12,2004/12/09,转板,2.616650000,--,开曼群岛,中国江苏省苏州市苏州工业园区唯新路60号2栋,"汽车,汽车零件","汽车零件与设备,汽车零售,消费信贷"
0865.HK,建德国际控股,建德国际控股有限公司,Jiande International Holdings Limited,2008/11/06,2000/12/29,转板,2.334835878,--,开曼群岛,香港鲗鱼涌华兰路20号华兰中心4楼401–402室,"地产发展商,消费性电讯设备","房地产经营公司,技术产品经销商"
0183_1.HK,中信国际金融,中信国际金融控股有限公司,Citic International Financial Holdings Limited,2008/11/05,1980/07/17,私有化,--,--,香港中环添美道1号中信大厦27楼2701-9室,香港中环添美道1号中信大厦27楼2701-9室,--,--
